account_id,account_activity_level,customer_value_level,MOB,flag_female,avg_sales_L36M,cnt_sales_L36M,last_sales,month_since_last_sales,count_direct_promo_L12M,birth_date
100423957,X,A,90.0,1,16170.000000000002,6,20000.0,18,6,1958-11-18
100423970,X,A,122.0,1,25000.0,1,25000.0,17,4,1946-07-25
100423996,X,A,44.0,1,25000.0,1,25000.0,17,6,1990-05-09
100424183,X,A,93.0,1,5800.0,5,5000.0,17,6,1952-09-24
100424237,X,A,129.0,1,5710.0,7,5000.0,17,4,1961-08-02
100424354,X,A,31.0,1,8670.0,3,10000.0,18,6,1950-01-26
100424481,X,A,104.0,0,10000.0,2,10000.0,19,6,1954-02-12
100424545,Y,B,105.0,1,,0,16000.0,54,6,1957-05-01
100424588,X,A,44.0,0,10670.0,3,10000.0,6,6,1951-02-18
100424679,Z,A,16.0,1,15000.0,1,15000.0,16,4,1974-01-10
100424687,Z,A,26.0,0,4000.0,2,5000.0,20,4,1985-03-14
100424883,X,B,49.0,1,25000.0,1,25000.0,24,6,1951-03-21
100424924,X,B,125.0,1,10000.0,3,10000.0,25,5,1950-07-06
100424928,X,B,121.0,1,10000.0,2,10000.0,17,5,1955-01-17
100424936,X,B,123.0,0,10000.0,3,10000.0,22,7,1955-04-30
100425028,X,B,130.0,0,5000.0,7,5000.0,21,5,1965-03-05
100425066,X,B,58.0,0,10670.0,4,10000.0,18,7,1974-09-09
100425125,X,B,119.0,1,17500.0,2,20000.0,17,5,2006-04-11
100425216,X,B,125.0,1,5000.0,5,5000.0,18,4,1974-01-01
100425392,X,B,125.0,0,16250.0,4,20000.0,17,6,1956-11-12
100425421,X,B,65.0,0,25000.0,2,25000.0,25,6,1951-08-15
100425560,X,B,119.0,0,25000.0,1,25000.0,26,4,1973-02-16
100425810,X,B,32.0,0,5670.0,6,5000.0,15,6,1981-12-10
100425941,X,B,105.0,0,18000.0,4,20000.0,25,6,1947-02-24
100426054,X,B,40.0,0,8750.0,3,10000.0,16,5,1960-02-06
100426078,X,B,78.0,1,5000.0,5,5000.0,18,4,1959-10-19
100426091,X,B,129.0,1,8500.0,2,10000.0,20,5,1954-08-17
100426237,X,B,32.0,1,16600.0,5,20000.0,21,6,1947-08-04
100426332,X,B,53.0,1,17500.0,2,20000.0,16,6,1983-12-04
100426406,X,B,45.0,1,20000.0,2,20000.0,24,7,1947-04-29
100426432,X,B,129.0,0,18000.0,5,20000.0,18,6,1970-05-14
100426568,Y,C,75.0,1,5000.0,6,5000.0,15,5,1996-07-19
100426728,X,B,45.0,0,20000.0,2,20000.0,20,6,1980-04-10
100426736,X,B,29.0,0,25000.0,1,25000.0,25,6,1957-05-15
100427205,X,B,29.0,1,16500.0,2,16000.0,22,6,1973-12-16
100427224,X,B,88.0,1,10000.0,3,10000.0,18,6,1982-08-15
100427584,X,B,123.0,0,18000.0,2,20000.0,17,6,1968-06-16
100427697,X,B,40.0,1,20000.0,1,20000.0,15,4,1961-10-20
100427780,X,B,105.0,0,18500.0,2,20000.0,21,6,1979-12-02
100427950,Y,B,15.0,1,15000.0,1,15000.0,15,2,1957-09-23
100428092,Y,C,17.0,0,15000.0,1,15000.0,17,4,1951-10-28
100428136,Z,B,18.0,0,25000.0,2,25000.0,18,3,2005-01-05
100428163,Z,B,20.0,0,25000.0,1,25000.0,20,5,1969-06-01
100428248,Z,A,20.0,1,17500.0,2,20000.0,16,6,1988-06-23
100428269,Z,B,17.0,0,20000.0,1,20000.0,17,5,1954-02-12
100428286,Z,B,20.0,0,10670.0,3,10000.0,15,5,1955-01-07
100428290,Z,B,16.0,1,20000.0,1,20000.0,16,5,1971-06-15
100428317,Z,B,51.0,1,,0,15000.0,51,3,1959-08-27
100428322,Z,B,26.0,0,8330.0,4,10000.0,18,7,1958-02-17
100428353,Z,B,20.0,0,15000.0,1,15000.0,20,4,1992-08-19
100428382,Z,B,26.0,1,20000.0,3,20000.0,20,7,1955-02-09
100428389,Z,B,18.0,0,20000.0,2,20000.0,18,5,1992-11-25
100428395,Z,B,23.0,0,15000.0,1,15000.0,23,3,1987-07-07
100428534,Z,B,24.0,1,25000.0,1,25000.0,24,4,1987-04-15
100428549,Z,B,17.0,1,25000.0,2,25000.0,17,6,1981-06-25
100428565,Z,B,16.0,1,25000.0,1,25000.0,16,5,1982-08-18
100428568,Z,B,19.0,0,15000.0,1,15000.0,10,8,1964-06-05
100428632,X,D,62.0,0,,0,17000.0,62,5,1987-09-07
100429011,X,D,115.0,1,5750.0,4,5000.0,18,5,1950-02-05
100429116,X,D,37.0,1,5710.0,7,5000.0,18,6,1990-01-07
100429370,X,D,78.0,1,17500.0,2,20000.0,24,6,1982-03-12
100429393,X,D,91.0,1,10000.0,2,10000.0,15,5,1951-04-29
100429671,Z,D,21.0,1,15000.0,1,15000.0,21,3,1965-08-15
100429677,Z,D,21.0,1,25000.0,1,25000.0,21,4,1994-07-13
100429681,Z,D,21.0,1,15000.0,1,15000.0,21,3,1950-04-18
100429695,Z,D,17.0,0,20000.0,1,20000.0,17,4,1973-03-13
100429748,Z,D,18.0,0,20000.0,2,20000.0,18,5,1957-03-13
100429751,Z,D,17.0,1,20000.0,1,20000.0,17,5,1983-08-02
100429765,Z,D,21.0,0,20000.0,1,20000.0,21,4,1985-02-28
100429775,Z,D,21.0,1,20000.0,1,20000.0,21,4,1960-08-16
100429780,Z,D,21.0,0,25000.0,2,25000.0,21,6,1982-05-10
100430117,X,D,102.0,1,25000.0,1,25000.0,21,6,1955-11-09
100430143,X,D,58.0,0,25000.0,2,25000.0,27,5,1970-09-06
100430179,X,D,129.0,1,26200.0,4,25000.0,18,5,1960-10-26
100430294,X,D,46.0,0,20000.0,2,20000.0,26,5,1965-05-04
100430455,X,D,51.0,1,16670.0,4,20000.0,20,7,1964-11-10
100430717,Z,D,18.0,0,15000.0,1,15000.0,18,4,1976-04-24
100430765,Z,D,21.0,0,20000.0,1,20000.0,21,3,1970-04-23
100430819,X,E,87.0,0,21000.0,1,21000.0,26,7,1978-03-04
100430909,X,D,125.0,0,10000.0,4,10000.0,18,5,1949-03-18
100430919,X,E,131.0,1,25000.0,3,25000.0,19,7,1951-11-12
100431156,X,E,28.0,1,10500.0,3,10000.0,14,5,1995-05-28
100431194,X,E,55.0,1,,0,15000.0,55,3,1968-05-15
100431402,Y,E,53.0,1,17000.0,2,20000.0,24,6,1962-01-20
100431419,X,D,39.0,0,10000.0,6,10000.0,15,6,1951-03-05
100431503,X,E,42.0,0,20000.0,2,20000.0,18,7,1951-02-21
100431504,Y,E,123.0,1,10000.0,4,10000.0,15,6,1962-11-28
100431583,X,E,119.0,1,10000.0,2,10000.0,15,5,1950-02-02
100431723,X,E,109.0,0,10000.0,5,10000.0,17,7,1946-10-10
100431765,X,E,77.0,0,9000.0,3,10000.0,18,3,1948-04-03
100431853,X,E,62.0,0,25000.0,1,25000.0,18,6,1947-11-12
100431866,X,E,44.0,0,17500.0,4,20000.0,17,6,1966-05-31
100431867,X,E,66.0,1,19000.0,2,20000.0,17,6,1952-06-17
100431961,X,E,30.0,1,20000.0,3,20000.0,23,4,1955-01-17
100432175,X,E,99.0,0,25000.0,1,25000.0,27,4,1958-04-27
100432249,X,E,61.0,1,18670.0,4,20000.0,17,7,1950-02-17
100432311,X,E,57.0,1,9000.0,4,10000.0,18,4,1960-05-23
100432499,X,E,125.0,1,5000.0,7,5000.0,18,6,1975-09-22
100432619,X,E,76.0,1,5710.0,7,5000.0,16,6,1952-06-18
100432779,X,E,125.0,0,5000.0,6,5000.0,14,5,1959-03-22
100433033,X,E,33.0,0,15000.0,3,15000.0,21,4,1946-10-06
100433105,X,E,65.0,1,8670.0,3,10000.0,15,5,1965-08-12
100433115,X,E,42.0,1,20000.0,3,20000.0,21,7,1958-09-09
100433126,X,E,87.0,1,17330.0,2,20000.0,18,5,1963-07-21
100433145,Y,E,74.0,1,,0,17000.0,54,5,1988-02-24
100433156,X,D,127.0,1,25000.0,2,25000.0,18,7,1951-04-14
100433349,X,E,29.0,1,9500.0,6,10000.0,16,6,1951-06-01
100433350,X,E,51.0,0,5000.0,5,5000.0,15,5,1949-04-24
100433623,X,E,69.0,1,18000.0,4,20000.0,24,6,1951-11-03
100433673,X,E,54.0,1,,0,15000.0,52,4,1983-09-13
100433684,X,E,66.0,0,5000.0,7,5000.0,10,8,1980-01-03
100433778,Y,E,16.0,0,20000.0,2,20000.0,16,4,1979-07-31
100433793,Y,E,15.0,1,20000.0,1,20000.0,15,3,1975-06-17
100433945,Z,E,20.0,0,20000.0,1,20000.0,20,4,1952-10-04
100433996,Z,E,24.0,0,20000.0,2,20000.0,16,5,1976-05-10
100434021,Z,E,21.0,1,15000.0,1,15000.0,21,3,1974-03-28
100434068,Z,D,16.0,0,20000.0,1,20000.0,16,5,1958-08-21
100434155,Z,E,21.0,0,15000.0,1,15000.0,21,3,1986-08-04
100434217,Z,E,24.0,0,15000.0,1,15000.0,24,3,1952-08-28
100434224,Z,E,20.0,0,20000.0,1,20000.0,20,4,1959-02-20
100434248,Y,E,20.0,0,20000.0,1,20000.0,20,4,1953-11-22
100434325,Z,E,17.0,0,15000.0,1,15000.0,17,4,1984-07-25
100434377,X,C,123.0,0,8330.0,3,10000.0,17,10,1946-05-11
100434397,X,C,131.0,0,8000.0,6,10000.0,20,7,2005-06-08
100434428,X,C,81.0,0,10000.0,3,10000.0,27,5,1950-04-15
100434441,X,C,112.0,0,10000.0,1,10000.0,5,4,1947-11-29
100434460,X,C,122.0,0,10000.0,2,10000.0,14,3,1956-01-03
100434625,X,C,125.0,1,10000.0,3,10000.0,15,4,1952-07-26
100434656,X,C,56.0,1,8330.0,3,10000.0,18,6,1976-08-09
100434671,X,C,32.0,0,16250.0,4,20000.0,19,6,1987-11-05
100434744,X,C,121.0,1,19000.0,5,20000.0,19,6,1972-12-05
100434809,X,C,34.0,1,10000.0,2,10000.0,16,4,1957-01-15
100434898,X,C,87.0,0,4750.0,4,5000.0,22,6,1960-09-24
100434940,X,C,32.0,1,5000.0,7,5000.0,18,6,1986-12-11
100434971,X,C,63.0,1,10000.0,1,10000.0,16,4,1972-10-05
100435026,X,C,130.0,0,10000.0,3,10000.0,17,6,1952-09-12
100435252,X,C,74.0,0,25000.0,1,25000.0,19,6,1957-05-28
100435471,X,C,129.0,1,10000.0,3,10000.0,15,3,1948-01-02
100435565,X,C,32.0,1,20000.0,2,20000.0,22,4,1989-12-13
100435659,X,C,66.0,1,4630.0,8,5000.0,4,6,1955-02-03
100435831,Z,B,17.0,0,15000.0,1,15000.0,17,4,1959-09-26
100435834,Z,C,56.0,1,,0,15000.0,56,2,1963-05-05
100435950,X,B,87.0,0,24670.0,1,24670.0,13,4,1956-10-14
100435973,Y,C,92.0,0,4330.0,6,3000.0,6,7,1947-01-03
100435988,X,B,123.0,1,29000.0,4,26000.0,18,6,1952-02-12
100436009,Y,B,40.0,1,9000.0,3,10000.0,17,5,1953-10-22
100436212,X,A,53.0,1,10000.0,3,10000.0,16,6,1955-05-16
100436222,X,B,130.0,1,10000.0,2,10000.0,25,4,1950-07-27
100436245,X,B,130.0,0,9000.0,4,10000.0,17,6,1954-08-06
100436488,X,B,129.0,1,24500.0,4,25000.0,18,6,1958-04-20
100436499,X,B,130.0,0,19000.0,2,20000.0,18,6,1953-03-06
100436625,Y,B,123.0,0,,0,15000.0,50,1,1955-07-08
100436670,Z,B,17.0,1,25000.0,1,25000.0,17,5,1949-09-27
100436673,Y,C,19.0,1,15000.0,1,15000.0,19,4,1979-11-29
100436745,Z,B,22.0,0,15000.0,2,15000.0,22,4,1956-07-29
100436762,Z,B,24.0,1,15000.0,2,15000.0,21,6,1946-02-28
100436784,X,E,33.0,1,8670.0,6,10000.0,7,10,1951-09-25
100436855,X,E,134.0,1,25000.0,2,25000.0,12,10,1948-03-14
100436857,X,E,127.0,0,8200.0,5,10000.0,17,6,1949-07-02
100436947,X,E,114.0,1,5400.0,5,5000.0,18,6,1958-08-24
100437065,X,E,81.0,1,9830.0,6,10000.0,16,6,1947-10-14
100437112,X,E,125.0,1,10000.0,3,10000.0,18,6,1983-08-31
100437217,X,E,84.0,1,5000.0,8,5000.0,16,5,1950-11-18
100437458,X,E,78.0,1,10000.0,4,10000.0,19,6,1948-12-18
100437492,X,E,102.0,0,10000.0,4,10000.0,19,5,2007-06-05
100437572,X,E,93.0,1,19000.0,4,20000.0,21,7,1979-09-09
100437706,X,E,125.0,1,10000.0,2,10000.0,21,5,1949-07-27
100437812,X,E,81.0,0,8200.0,5,10000.0,15,6,1950-02-19
100437822,X,E,113.0,0,25000.0,3,25000.0,25,7,1957-04-26
100437830,X,E,103.0,0,4830.0,6,5000.0,21,4,1949-04-10
100437846,X,E,79.0,1,10000.0,1,10000.0,21,5,1967-09-29
100437957,X,E,30.0,0,15000.0,1,15000.0,20,4,1964-04-18
100438101,X,E,38.0,0,8750.0,4,10000.0,17,5,1952-03-21
100438176,X,E,86.0,1,9800.0,5,10000.0,19,6,1950-04-16
100438179,X,E,119.0,0,10000.0,2,10000.0,14,4,1951-11-29
100438254,X,E,98.0,1,10000.0,5,10000.0,16,6,1952-05-29
100438278,X,E,123.0,1,8330.0,2,10000.0,17,4,1960-11-17
100438454,X,E,28.0,1,8330.0,3,10000.0,18,6,1957-02-25
100438673,X,E,92.0,1,5400.0,6,5000.0,21,7,1953-04-22
100438851,X,E,90.0,0,10000.0,1,10000.0,18,5,1986-05-11
100438873,X,E,40.0,0,25000.0,2,25000.0,24,6,1970-04-04
100438887,X,E,67.0,1,18330.0,3,20000.0,16,6,1974-01-15
100439111,Z,E,18.0,0,20000.0,1,20000.0,18,4,1974-06-19
100439167,Z,E,17.0,0,15000.0,1,15000.0,17,4,1967-08-25
100439226,Z,E,22.0,1,20000.0,1,20000.0,22,3,1990-05-11
100439253,Z,E,24.0,1,20000.0,1,20000.0,24,3,1951-07-15
100439259,Z,E,56.0,0,,0,15000.0,56,2,1962-02-23
100439337,Z,E,24.0,1,20000.0,1,20000.0,24,3,1948-03-06
100439380,X,E,130.0,1,10670.0,6,10000.0,13,5,1947-11-04
100440422,Y,E,113.0,1,25000.0,3,25000.0,16,6,1951-02-14
100440447,Z,E,17.0,1,25000.0,1,25000.0,15,5,1950-12-07
100440462,Z,E,58.0,1,,0,15000.0,58,2,1953-08-10
100440467,Z,E,21.0,0,20000.0,1,20000.0,21,3,1954-08-19
100440506,Z,E,58.0,1,,0,15000.0,58,2,1963-08-03
100440514,Z,E,17.0,0,15000.0,1,15000.0,17,4,1956-04-22
100440556,Z,E,16.0,1,15000.0,1,15000.0,16,4,1950-07-29
100440643,Z,E,17.0,0,25000.0,1,25000.0,17,5,1952-02-28
100440679,Z,E,17.0,1,20000.0,2,20000.0,17,6,1953-04-11
100440807,X,E,77.0,1,17430.0,7,20000.0,20,5,1953-03-23
100440816,X,E,128.0,0,10000.0,1,10000.0,24,5,1975-12-06
100440817,X,E,36.0,0,25000.0,3,25000.0,27,6,1984-10-07
100440908,X,E,84.0,0,19000.0,2,20000.0,26,5,1973-11-03
100441408,Z,D,60.0,1,,0,15000.0,60,2,1968-05-02
100441419,Z,D,21.0,1,15000.0,1,15000.0,21,3,1974-09-19
100441436,Z,E,17.0,1,20000.0,2,20000.0,17,6,1956-10-11
100441448,Z,E,16.0,1,15000.0,1,15000.0,16,4,1972-05-20
100441473,Z,E,16.0,1,20000.0,2,20000.0,16,6,1967-08-18
100441483,Z,E,21.0,1,15000.0,1,15000.0,21,3,1971-10-25
100441499,Z,E,16.0,1,20000.0,1,20000.0,16,5,1961-05-07
100441503,Z,E,19.0,0,15000.0,2,15000.0,19,5,1957-09-11
100441512,Z,E,24.0,1,15000.0,1,15000.0,24,3,1951-01-06
100441518,Z,E,21.0,0,25000.0,1,25000.0,21,5,1954-10-17
100441647,X,C,125.0,0,10000.0,2,10000.0,15,3,1954-05-20
100441844,X,C,130.0,1,18750.0,4,20000.0,18,6,1971-11-20
100441943,X,C,41.0,0,8630.0,8,10000.0,18,6,1950-08-27
100442087,Z,C,21.0,0,20000.0,2,20000.0,21,5,1957-09-09
100442099,Z,C,24.0,1,15000.0,1,15000.0,24,3,1960-06-14
100442176,X,C,73.0,0,17800.0,5,20000.0,17,6,1951-10-26
100442193,X,C,129.0,0,,0,15000.0,54,6,1953-07-22
100442246,X,C,91.0,0,25000.0,1,25000.0,15,5,1989-05-16
100442269,X,C,122.0,1,6000.0,4,5000.0,20,3,1963-09-17
100442270,X,C,31.0,0,10000.0,2,10000.0,18,5,1986-05-23
100442273,X,C,44.0,1,17000.0,2,20000.0,21,6,1955-02-07
100442336,X,C,56.0,0,25000.0,2,25000.0,18,6,1966-09-19
100442476,X,C,112.0,1,25330.0,3,25000.0,18,6,1953-04-14
100442733,X,C,125.0,1,,0,15000.0,59,3,1969-10-23
100442876,X,C,89.0,0,10330.0,3,10000.0,18,5,1967-07-22
100442979,X,C,40.0,0,16000.0,2,20000.0,18,5,1951-07-19
100443026,X,C,70.0,0,6000.0,8,5000.0,23,7,1952-02-03
100443219,Y,C,15.0,0,15000.0,1,15000.0,15,2,1950-07-27
100443381,Z,C,24.0,1,15000.0,2,15000.0,24,4,1989-08-01
100443559,X,B,112.0,1,10500.0,4,10000.0,10,6,1966-05-08
100443709,X,B,87.0,1,25000.0,1,25000.0,17,5,1970-10-31
100443808,X,B,52.0,1,17500.0,2,20000.0,22,6,1970-10-20
100443809,Y,B,96.0,1,5000.0,2,5000.0,14,4,1973-03-01
100443952,X,B,32.0,1,25000.0,2,25000.0,22,6,1981-11-14
100443966,X,B,40.0,0,25000.0,1,25000.0,25,5,1971-06-20
100444044,X,B,53.0,1,25000.0,1,25000.0,18,6,1978-07-15
100444047,X,B,76.0,1,,0,15000.0,58,3,1969-08-03
100444127,X,B,66.0,1,6000.0,6,5000.0,17,6,1976-12-17
100444138,X,B,73.0,0,16000.0,1,16000.0,18,3,1962-03-11
100444332,Y,C,39.0,1,5170.0,6,5000.0,17,6,1966-05-31
100444398,X,B,68.0,1,5330.0,7,5000.0,22,6,1972-06-30
100444538,X,B,115.0,0,4430.0,6,5000.0,17,5,1946-05-26
100444540,X,B,56.0,0,,0,15000.0,56,3,1961-05-08
100444586,X,B,90.0,0,10670.0,2,10000.0,19,5,1973-07-17
100444667,X,B,33.0,0,8800.0,5,10000.0,19,6,1993-08-18
100444678,X,B,130.0,0,9000.0,2,10000.0,18,5,1974-11-30
100444681,X,B,80.0,0,8750.0,3,10000.0,16,5,1968-02-25
100444851,X,B,64.0,1,18330.0,3,20000.0,22,6,1968-03-08
100445220,X,B,103.0,1,17000.0,2,20000.0,22,5,1950-11-07
100445416,X,B,114.0,0,10000.0,2,10000.0,19,6,1967-01-03
100445518,X,B,38.0,1,17500.0,2,20000.0,20,6,1971-12-26
100445540,X,B,40.0,0,8800.0,4,10000.0,15,5,1962-11-22
100445575,Y,C,105.0,1,25000.0,2,25000.0,18,6,1977-08-24
100445580,X,B,104.0,1,17000.0,2,20000.0,26,5,1949-06-21
100445642,X,B,92.0,1,9000.0,5,10000.0,17,6,1953-11-18
100445671,X,B,126.0,0,8330.0,4,10000.0,19,7,1967-03-31
100445876,X,B,33.0,0,10000.0,5,10000.0,22,6,1951-09-20
100445881,X,B,75.0,1,9220.0,9,10000.0,18,6,1986-12-26
100446151,X,B,127.0,1,10000.0,2,10000.0,14,4,1952-07-30
100446241,X,B,129.0,1,10250.0,4,10000.0,24,6,1966-03-31
100446324,X,B,43.0,0,17500.0,2,20000.0,22,6,1972-06-16
100446436,X,B,64.0,0,25000.0,3,25000.0,17,7,1949-03-20
100446440,Y,B,91.0,1,25000.0,2,25000.0,15,4,1959-01-20
100446637,Z,B,24.0,0,25000.0,1,25000.0,24,4,1952-02-05
100446639,Z,B,20.0,0,15000.0,1,15000.0,20,4,1968-02-27
100446641,Z,B,17.0,0,20000.0,2,20000.0,17,6,1954-11-20
100446652,Z,B,17.0,0,15000.0,1,15000.0,17,4,1954-10-28
100446675,Z,B,17.0,1,25000.0,1,25000.0,17,5,1965-10-04
100446694,Z,B,22.0,1,17500.0,3,20000.0,17,7,1988-05-12
100446768,Z,B,16.0,0,15000.0,1,15000.0,16,4,1964-10-25
100446774,Z,B,17.0,1,15000.0,2,15000.0,17,5,1971-02-24
100446796,Z,B,24.0,1,20000.0,2,20000.0,19,6,1979-07-15
100446824,Z,B,20.0,0,25000.0,1,25000.0,20,5,1969-03-29
100446982,Z,B,20.0,0,15000.0,1,15000.0,20,3,1968-07-29
100447022,Z,B,16.0,0,15000.0,1,15000.0,16,4,1955-10-15
100447025,Y,C,21.0,0,20000.0,1,20000.0,21,3,1949-07-31
100447035,Z,B,18.0,0,15000.0,1,15000.0,18,4,1978-01-23
100447051,Z,B,21.0,0,15000.0,2,15000.0,21,5,1985-02-07
100447064,Z,B,22.0,0,20000.0,1,20000.0,22,3,1958-10-26
100447098,Z,B,21.0,0,15000.0,1,15000.0,21,3,1964-01-15
100447124,Z,A,24.0,0,10670.0,3,10000.0,16,6,1954-04-03
100447163,X,E,128.0,1,10000.0,5,10000.0,18,12,1952-02-22
100447249,X,E,125.0,0,10330.0,3,10000.0,21,5,1953-04-06
100447402,X,E,93.0,1,25000.0,2,25000.0,23,7,1954-06-01
100447435,X,E,80.0,0,4000.0,5,5000.0,16,5,1947-03-20
100447900,X,E,41.0,1,17500.0,2,20000.0,17,6,1983-05-25
100447913,X,E,41.0,1,16000.0,3,20000.0,20,7,1956-11-24
100448089,X,E,31.0,1,15000.0,1,15000.0,26,4,1978-08-18
100448183,X,E,33.0,0,25000.0,2,25000.0,25,6,1978-03-22
100448204,X,E,81.0,1,25000.0,2,25000.0,26,7,1947-05-02
100448262,X,E,29.0,0,25000.0,2,25000.0,21,6,1952-06-14
100448347,X,E,33.0,1,20000.0,3,20000.0,16,6,1988-12-12
100448403,X,E,76.0,1,9000.0,4,10000.0,18,6,1954-07-17
100448417,X,E,79.0,1,16670.0,3,20000.0,20,4,1954-06-02
100448425,X,E,123.0,1,8170.0,6,10000.0,16,5,1955-09-17
100448488,X,E,69.0,0,17500.0,2,20000.0,16,6,1972-11-13
100448555,X,E,128.0,0,8670.0,3,10000.0,21,6,1948-05-15
100448572,X,E,113.0,0,15000.0,3,16000.0,17,6,1946-07-14
100448658,X,E,33.0,0,4800.0,5,5000.0,18,6,1992-05-26
100448814,X,E,41.0,0,20000.0,4,20000.0,18,6,1952-01-13
100449046,X,E,125.0,1,4670.0,6,5000.0,17,6,1946-07-14
100449167,X,E,113.0,0,25000.0,1,25000.0,18,6,1974-12-30
100449219,X,E,124.0,0,9000.0,2,10000.0,20,5,1959-08-06
100449390,X,E,93.0,1,10000.0,2,10000.0,24,1,1948-02-16
100449415,X,E,110.0,1,25000.0,2,25000.0,22,6,1966-01-26
100449544,X,E,125.0,0,18000.0,2,20000.0,26,5,1988-03-25
100449659,X,E,125.0,0,10000.0,3,10000.0,19,5,1952-05-16
100449717,X,E,127.0,1,10000.0,1,10000.0,24,4,1955-06-11
100449735,X,E,75.0,1,25000.0,1,25000.0,16,6,1970-07-14
100450003,X,E,127.0,0,10570.0,7,10000.0,15,6,1988-01-02
100450012,X,E,125.0,1,25000.0,1,25000.0,18,6,1954-02-05
100450118,Y,E,78.0,1,25000.0,1,25000.0,15,3,1949-12-05
100450186,Z,E,27.0,1,8670.0,3,10000.0,21,6,1974-11-21
100450206,Y,E,22.0,0,16500.0,3,20000.0,17,7,1970-12-30
100450235,Z,E,17.0,0,15000.0,2,15000.0,17,5,1956-10-03
100450308,Z,E,17.0,0,25000.0,2,25000.0,17,6,1962-11-07
100450315,Z,E,24.0,1,15000.0,2,15000.0,17,6,1970-03-14
100450319,Z,E,17.0,0,20000.0,1,20000.0,17,4,1986-08-21
100450463,Z,E,17.0,0,25000.0,1,25000.0,17,5,1948-10-09
100450465,Z,E,20.0,1,20000.0,1,20000.0,20,4,1950-01-05
100450525,Z,E,23.0,1,20000.0,1,20000.0,23,3,1959-12-01
100450734,X,B,123.0,0,10000.0,3,10000.0,23,6,1951-10-09
100450868,X,B,93.0,0,4750.0,4,5000.0,15,4,1956-05-23
100450890,X,A,84.0,0,10000.0,3,10000.0,18,6,1952-02-26
100451044,X,B,122.0,1,9500.0,4,10000.0,16,3,1964-02-02
100451174,X,B,32.0,1,8750.0,4,10000.0,17,6,1949-05-08
100451211,X,B,115.0,0,10000.0,1,10000.0,26,4,1983-12-25
100451391,Y,C,123.0,0,10670.0,3,10000.0,21,5,2007-01-30
100451452,X,B,81.0,0,25000.0,1,25000.0,17,6,1953-05-29
100451524,Z,B,22.0,0,25000.0,2,25000.0,22,6,1994-04-29
100451540,Z,B,17.0,0,15000.0,1,15000.0,17,4,1947-01-03
100451570,Y,C,21.0,1,20000.0,2,20000.0,21,5,1984-02-18
100451591,Z,B,17.0,1,15000.0,1,15000.0,17,4,1966-06-01
100451755,X,C,114.0,0,5220.0,9,5000.0,17,6,1946-08-29
100451773,X,C,29.0,1,10000.0,4,10000.0,17,6,1948-07-06
100452058,X,C,128.0,1,10000.0,6,10000.0,16,6,1991-04-01
100452170,X,C,124.0,1,8670.0,3,10000.0,19,6,1956-06-21
100452218,X,C,125.0,1,10000.0,3,10000.0,17,4,1953-10-30
100452630,Y,C,129.0,1,10500.0,2,10000.0,15,3,1965-07-29
100452705,Z,C,17.0,1,15000.0,2,15000.0,17,5,1974-03-31
100452752,Y,D,16.0,0,15000.0,1,15000.0,16,4,1984-05-31
100452760,Z,C,17.0,1,20000.0,1,20000.0,17,5,1998-04-04
100452768,Z,C,17.0,1,25000.0,1,25000.0,17,5,1956-04-18
100452774,Z,C,58.0,0,,0,15000.0,58,3,1991-10-08
100452807,Z,C,21.0,1,15000.0,2,15000.0,21,4,1974-04-16
100452834,Z,C,21.0,0,15000.0,1,15000.0,21,3,1979-05-16
100452849,X,E,78.0,1,25000.0,2,25000.0,18,5,1950-08-01
100452892,X,E,123.0,1,10000.0,2,10000.0,16,7,1974-10-29
100453037,X,E,64.0,0,9140.0,7,10000.0,16,6,1958-02-01
100453078,X,E,43.0,0,25000.0,3,25000.0,18,6,1989-03-15
100453224,X,E,114.0,1,10000.0,3,10000.0,19,6,1968-11-10
100453247,X,E,63.0,1,9800.0,5,10000.0,21,6,1977-03-03
100453480,X,E,85.0,0,16000.0,2,20000.0,18,6,1953-05-21
100453636,X,E,31.0,1,25000.0,2,25000.0,23,6,1972-11-18
100453690,X,E,82.0,1,10500.0,3,10000.0,27,5,1955-04-11
100453848,X,E,62.0,1,25000.0,2,25000.0,18,6,1952-04-10
100454046,X,E,29.0,1,18330.0,3,20000.0,22,6,1982-03-11
100454056,X,E,130.0,1,10000.0,4,10000.0,18,7,1957-02-21
100454096,X,E,93.0,1,25000.0,1,25000.0,18,6,1961-11-30
100454138,X,E,127.0,0,10000.0,2,10000.0,17,6,1970-10-22
100454330,X,E,76.0,1,,0,15000.0,61,3,1956-06-25
100454342,X,E,29.0,1,9000.0,2,15000.0,18,4,1973-10-21
100454417,X,E,126.0,0,10000.0,3,10000.0,17,4,1953-08-14
100454707,X,E,131.0,0,10000.0,2,10000.0,20,5,1953-11-20
100454711,X,E,64.0,1,26670.0,4,25000.0,18,7,1972-11-03
100454807,X,E,120.0,0,8670.0,3,10000.0,6,8,1948-03-30
100454824,X,E,56.0,1,10200.0,4,10000.0,17,5,1979-08-07
100454836,Y,E,66.0,0,17500.0,2,20000.0,15,5,1954-04-17
100454865,Y,E,15.0,0,15000.0,1,15000.0,15,2,1951-09-22
100454972,Z,E,16.0,0,15000.0,1,15000.0,16,4,1983-06-20
100454991,Z,E,21.0,1,25000.0,1,25000.0,18,6,1962-08-14
100455031,Z,E,17.0,0,20000.0,1,20000.0,17,4,1967-05-08
